"Pais","Fecha","Infectados","Muertos","NI","NM","Letalidad","IDA","MDA","FCI","FCM","Dia"
"Mexico",2022-12-01,7132792,330525,7616,30,4.6,7125176,330495,1.00106888587735,1.00009077293151,1008
"Mexico",2022-12-02,7132792,330525,0,0,4.6,7132792,330525,1,1,1009
"Mexico",2022-12-03,7132792,330525,0,0,4.6,7132792,330525,1,1,1010
"Mexico",2022-12-04,7132792,330525,0,0,4.6,7132792,330525,1,1,1011
"Mexico",2022-12-05,7145409,330592,12617,67,4.6,7132792,330525,1.00176887255369,1.00020270781333,1012
"Mexico",2022-12-06,7148886,330602,3477,10,4.6,7145409,330592,1.00048660615509,1.00003024876585,1013
"Mexico",2022-12-07,7152852,330633,3966,31,4.6,7148886,330602,1.00055477175045,1.00009376833776,1014
"Mexico",2022-12-08,7156730,330667,3878,34,4.6,7152852,330633,1.00054216136445,1.00010283305054,1015
"Mexico",2022-12-09,7156730,330667,0,0,4.6,7156730,330667,1,1,1016
"Mexico",2022-12-10,7156730,330667,0,0,4.6,7156730,330667,1,1,1017
"Mexico",2022-12-11,7156730,330667,0,0,4.6,7156730,330667,1,1,1018
"Mexico",2022-12-12,7164392,330701,7662,34,4.6,7156730,330667,1.00107060067936,1.00010282247699,1019
"Mexico",2022-12-13,7169653,330729,5261,28,4.6,7164392,330701,1.00073432609494,1.00008466862816,1020
"Mexico",2022-12-14,7169653,330729,0,0,4.6,7169653,330729,1,1,1021
"Mexico",2022-12-15,7174464,330743,4811,14,4.6,7169653,330729,1.00067102271198,1.00004233072999,1022
"Mexico",2022-12-16,7174464,330743,0,0,4.6,7174464,330743,1,1,1023
"Mexico",2022-12-17,7188862,330795,14398,52,4.6,7174464,330743,1.0020068398141,1.00015722177038,1024
"Mexico",2022-12-18,7188862,330795,0,0,4.6,7188862,330795,1,1,1025
"Mexico",2022-12-19,7190702,330805,1840,10,4.6,7188862,330795,1.0002559514983,1.000030230203,1026
"Mexico",2022-12-20,7196485,330834,5783,29,4.6,7190702,330805,1.00080423302203,1.00008766493856,1027
"Mexico",2022-12-21,7196485,330834,0,0,4.6,7196485,330834,1,1,1028
"Mexico",2022-12-22,7196485,330834,0,0,4.6,7196485,330834,1,1,1029
"Mexico",2022-12-23,7196485,330834,0,0,4.6,7196485,330834,1,1,1030
"Mexico",2022-12-24,7221051,331013,24566,179,4.6,7196485,330834,1.00341361095035,1.00054105684422,1031
"Mexico",2022-12-25,7221051,331013,0,0,4.6,7221051,331013,1,1,1032
"Mexico",2022-12-26,7222270,331021,1219,8,4.6,7221051,331013,1.0001688119915,1.00002416823508,1033
"Mexico",2022-12-27,7228499,331071,6229,50,4.6,7222270,331021,1.0008624712175,1.00015104781872,1034
"Mexico",2022-12-28,7234363,331105,5864,34,4.6,7228499,331071,1.00081123342481,1.00010269700457,1035
"Mexico",2022-12-29,7234467,331099,104,-6,4.6,7234363,331105,1.00001437583378,0.99998187886018,1036
"Mexico",2022-12-30,7234467,331099,0,0,4.6,7234467,331099,1,1,1037
"Mexico",2022-12-31,7234467,331099,0,0,4.6,7234467,331099,1,1,1038
"Mexico",2023-01-01,7234467,331099,0,0,4.6,7234467,331099,1,1,1039
"Mexico",2023-01-02,7234467,331099,0,0,4.6,7234467,331099,1,1,1040
"Mexico",2023-01-03,7252944,331197,18477,98,4.6,7234467,331099,1.00255402367583,1.00029598398062,1041
"Mexico",2023-01-04,7257916,331206,4972,9,4.6,7252944,331197,1.00068551473719,1.00002717415919,1042
"Mexico",2023-01-05,7257916,331206,0,0,4.6,7257916,331206,1,1,1043
"Mexico",2023-01-06,7271010,331263,13094,57,4.6,7257916,331206,1.0018040991381,1.00017209833155,1044
"Mexico",2023-01-07,7271010,331263,0,0,4.6,7271010,331263,1,1,1045
"Mexico",2023-01-08,7283849,331324,12839,61,4.5,7271010,331263,1.00176577944467,1.00018414371662,1046
"Mexico",2023-01-09,7283849,331324,0,0,4.5,7283849,331324,1,1,1047
"Mexico",2023-01-10,7284502,331333,653,9,4.5,7283849,331324,1.00008965040324,1.00002716374304,1048
"Mexico",2023-01-11,7284502,331333,0,0,4.5,7284502,331333,1,1,1049
"Mexico",2023-01-12,7297914,331407,13412,74,4.5,7284502,331333,1.0018411691012,1.00022334026493,1050
"Mexico",2023-01-13,7309154,331510,11240,103,4.5,7297914,331407,1.00154016613514,1.00031079609061,1051
"Mexico",2023-01-14,7309154,331510,0,0,4.5,7309154,331510,1,1,1052
"Mexico",2023-01-15,7314891,331595,5737,85,4.5,7309154,331510,1.00078490616014,1.00025640252179,1053
"Mexico",2023-01-16,7314891,331595,0,0,4.5,7314891,331595,1,1,1054
"Mexico",2023-01-17,7315454,331605,563,10,4.5,7314891,331595,1.00007696628699,1.00003015727016,1055
"Mexico",2023-01-18,7315454,331605,0,0,4.5,7315454,331605,1,1,1056
"Mexico",2023-01-19,7315454,331605,0,0,4.5,7315454,331605,1,1,1057
"Mexico",2023-01-20,7337100,331829,21646,224,4.5,7315454,331605,1.00295894144095,1.00067550248036,1058
"Mexico",2023-01-21,7341480,331870,4380,41,4.5,7337100,331829,1.00059696610377,1.00012355761552,1059
"Mexico",2023-01-22,7342277,331881,797,11,4.5,7341480,331870,1.00010856121654,1.00003314550878,1060
"Mexico",2023-01-23,7342764,331897,487,16,4.5,7342277,331881,1.00006632819764,1.00004821005119,1061
"Mexico",2023-01-24,7348292,331955,5528,58,4.5,7342764,331897,1.0007528500167,1.00017475301072,1062
"Mexico",2023-01-25,7348292,331955,0,0,4.5,7348292,331955,1,1,1063
"Mexico",2023-01-26,7353630,332026,5338,71,4.5,7348292,331955,1.00072642731127,1.00021388441204,1064
"Mexico",2023-01-27,7358593,332087,4963,61,4.5,7353630,332026,1.00067490477492,1.000183720552,1065
"Mexico",2023-01-28,7358593,332087,0,0,4.5,7358593,332087,1,1,1066
"Mexico",2023-01-29,7367712,332190,9119,103,4.5,7358593,332087,1.00123923146721,1.00031015968707,1067
"Mexico",2023-01-30,7367712,332190,0,0,4.5,7367712,332190,1,1,1068
"Mexico",2023-01-31,7368252,332198,540,8,4.5,7367712,332190,1.00007329276714,1.00002408260333,1069
"Mexico",2023-02-01,7377333,332324,9081,126,4.5,7368252,332198,1.00123244970449,1.0003792918681,1070
"Mexico",2023-02-02,7377333,332324,0,0,4.5,7377333,332324,1,1,1071
"Mexico",2023-02-03,7381305,332393,3972,69,4.5,7377333,332324,1.00053840595239,1.0002076286997,1072
"Mexico",2023-02-04,7381305,332393,0,0,4.5,7381305,332393,1,1,1073
"Mexico",2023-02-05,7389670,332475,8365,82,4.5,7381305,332393,1.00113326843966,1.00024669592922,1074
"Mexico",2023-02-06,7390230,332479,560,4,4.5,7389670,332475,1.0000757814625,1.00001203097977,1075
"Mexico",2023-02-07,7390230,332479,0,0,4.5,7390230,332479,1,1,1076
"Mexico",2023-02-08,7390902,332483,672,4,4.5,7390230,332479,1.00009093086413,1.00001203083503,1077
"Mexico",2023-02-09,7400848,332580,9946,97,4.5,7390902,332483,1.00134570854816,1.00029174423956,1078
"Mexico",2023-02-10,7400848,332580,0,0,4.5,7400848,332580,1,1,1079
"Mexico",2023-02-11,7400848,332580,0,0,4.5,7400848,332580,1,1,1080
"Mexico",2023-02-12,7400848,332580,0,0,4.5,7400848,332580,1,1,1081
"Mexico",2023-02-13,7400848,332580,0,0,4.5,7400848,332580,1,1,1082
"Mexico",2023-02-14,7410093,332653,9245,73,4.5,7400848,332580,1.00124918117491,1.0002194960611,1083
"Mexico",2023-02-15,7414918,332695,4825,42,4.5,7410093,332653,1.00065113892633,1.00012625769195,1084
"Mexico",2023-02-16,7414918,332695,0,0,4.5,7414918,332695,1,1,1085
"Mexico",2023-02-17,7414918,332695,0,0,4.5,7414918,332695,1,1,1086
"Mexico",2023-02-18,7414918,332695,0,0,4.5,7414918,332695,1,1,1087
"Mexico",2023-02-19,7429778,332839,14860,144,4.5,7414918,332695,1.00200406801532,1.00043282886728,1088
"Mexico",2023-02-20,7429778,332839,0,0,4.5,7429778,332839,1,1,1089
"Mexico",2023-02-21,7430816,332850,1038,11,4.5,7429778,332839,1.00013970807742,1.00003304901168,1090
"Mexico",2023-02-22,7435066,332885,4250,35,4.5,7430816,332850,1.00057194256997,1.00010515247108,1091
"Mexico",2023-02-23,7443151,332938,8085,53,4.5,7435066,332885,1.00108741469141,1.00015921414302,1092
"Mexico",2023-02-24,7443151,332938,0,0,4.5,7443151,332938,1,1,1093
"Mexico",2023-02-25,7443151,332938,0,0,4.5,7443151,332938,1,1,1094
"Mexico",2023-02-26,7450992,332986,7841,48,4.5,7443151,332938,1.00105345169002,1.00014417098679,1095
"Mexico",2023-02-27,7450992,332986,0,0,4.5,7450992,332986,1,1,1096
"Mexico",2023-02-28,7451429,332988,437,2,4.5,7450992,332986,1.00005864990863,1.00000600625852,1097
"Mexico",2023-03-01,7459860,333038,8431,50,4.5,7451429,332988,1.00113146082449,1.00015015556116,1098
"Mexico",2023-03-02,7459860,333038,0,0,4.5,7459860,333038,1,1,1099
"Mexico",2023-03-03,7459860,333038,0,0,4.5,7459860,333038,1,1,1100
"Mexico",2023-03-04,7470128,333096,10268,58,4.5,7459860,333038,1.00137643333789,1.00017415430071,1101
"Mexico",2023-03-05,7470653,333100,525,4,4.5,7470128,333096,1.00007027992024,1.00001200855009,1102
"Mexico",2023-03-06,7470653,333100,0,0,4.5,7470653,333100,1,1,1103
"Mexico",2023-03-07,7475219,333136,4566,36,4.5,7470653,333100,1.0006111915518,1.00010807565296,1104
"Mexico",2023-03-08,7479635,333170,4416,34,4.5,7475219,333136,1.00059075192312,1.00010206041977,1105
"Mexico",2023-03-09,7483444,333188,3809,18,4.5,7479635,333170,1.00050924944867,1.00005402647297,1106
